2460375.95833	4.4			Vis.	EMAC		34	44	X36127AM		No		G				eta Aql		STD					
2460551.347	3.6			Vis.	MQA	U	3.7		AAVSO		No		G				ETA AQL		STD					
2460551.4014	3.6			Vis.	CME	U	34	37	12611AYJ	BIN. 7x50 - HAZE	No		G				ETA AQL		STD					
2460551.4632	3.79			Vis.	DPV		3.71	4.02	OSE2001		No		G				ETA AQL		STD					
2460551.68472	3.9			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460552.2889	3.8			Vis.	SPAO		34	47	X25625YU		No		G				ETA Aql		STD					
2460552.29167	3.7			Vis.	MOSB		3.7	3.4	AAVSO		No		G				eta aql		STD					
2460552.2979	3.9			Vis.	CME	U	37	44	12611AYJ	BIN. 7x50 - LIGHT HAZE	No		G				ETA AQL		STD					
2460552.3784	3.7			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460552.4167	3.7			Vis.	AAX	U	33	37	ATLAS	NEBULSITY	No		G				ETA AQL		STD					
2460552.6097	3.9			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460552.69	3.8			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460552.69583	3.8			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460553.29167	4.0			Vis.	MOSB	B	3.7	4.4	AAVSO		No		G				eta aql		STD					
2460553.29722	3.8			Vis.	KSQ	V	37	44	10STAR		No		G				ETA AQL		STD					
2460553.71389	4.0			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460554.29167	4.2			Vis.	MOSB		3.7	4.4	AAVSO		No		G				eta aql		STD					
2460554.6208	3.9			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460554.68542	4.3			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460554.7022	3.9			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460555.27361	4.4			Vis.	KSQ	V	44		10STAR		No		G				ETA AQL		STD					
2460555.3763	4.1			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460555.4243	4.0			Vis.	AAX		37	40	ATLAS		No		G				ETA AQL		STD					
2460555.60625	4.6			Vis.	SSHA		44	49	10star		No		G				ETA AQL		STD					
2460555.6222	4.1			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460555.68333	4.0			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460555.68333	4.4			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460555.6959	4.2			Vis.	HPAB		40	44	10 star tutorial		No		G				Eta Aql		STD					
2460556.29167	4.05			Vis.	MOSB	BUZ	3.7	4.0	AAVSO		No		G				eta aql		STD					
2460556.3791	3.9			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460556.5917	3.8			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460556.60903	4.2			Vis.	SSHA		44	37	10star		No		G				ETA AQL		STD					
2460556.6499	3.8			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460557.27778	3.6			Vis.	MOSB	UZ	3.4	3.7	AAVSO		No		G				eta aql		STD					
2460557.3618	3.6			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460557.409	3.59			Vis.	DPV		3.36	3.71	OSE2001		No		G				ETA AQL		STD					
2460557.4257	3.5			Vis.	AAX	U	33	37	ATLAS	NEBULOSITY	No		G				ETA AQL		STD					
2460557.6035	3.5			Vis.	BGZ		34	0	X22749BYO		No		G				ETA AQL		STD					
2460557.61111	3.55			Vis.	SSHA		34	37	10star		No		G				ETA AQL		STD					
2460557.6546	3.5			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460557.69583	4.4			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460557.69583	4.0			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460558.3666	3.8			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460558.5792	3.8			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460558.61806	3.6			Vis.	SSHA		37	34	10star		No		G				ETA AQL		STD					
2460558.6312	3.6			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460558.67847	3.7			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460559.3722	3.8			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460559.388	3.6			Vis.	MQA	U	3.7		AAVSO		No		G				ETA AQL		STD					
2460559.3958	3.87			Vis.	DPV		3.71	4.02	OSE2001		No		G				ETA AQL		STD					
2460559.4382	3.6			Vis.	AAX		33	37	ATLAS		No		G				ETA AQL		STD					
2460559.6592	3.8			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460560.22917	4.0			Vis.	MOSB		3.7	4.4	AAVSO		No		G				eta aql		STD					
2460560.3868	3.9			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460560.647	3.9			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460561.5778	4.0			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460561.646	4.2			Vis.	HPAB		40	44	10 star tutorial		No		G				Eta Aql		STD					
2460562.35972	4.2			Vis.	MPTA		37	44	10 star tutorial	B 10x50mm	No		G				Eta Aql		STD					
2460562.3756	4.1			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460562.62778	4.5			Vis.	SSHA		44	49	10star		No		G				ETA AQL		STD					
2460562.6296	4.3			Vis.	HPAB		40	44	10 star tutorial		No		G				Eta Aql		STD					
2460563.3763	4.1			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460563.3965	4.0			Vis.	CME		37	44	12611AYJ	BIN. 7x50	No		G				ETA AQL		STD					
2460563.55625	4.1			Vis.	SSHA		37	44	10star		No		G				ETA AQL		STD					
2460563.6353	3.8			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460564.3819	3.6			Vis.	CME	U	34	37	12611AYJ	BIN. 7x50 - HAZE	No		G				ETA AQL		STD					
2460564.3875	3.5			Vis.	REP		34	37	1990		No		G				ETA AQL		STD					
2460564.6645	3.6			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460565.25	3.6			Vis.	MOSB	UZ	3.4	3.7	AAVSO		No		G				eta aql		STD					
2460565.5681	3.7			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460565.625	3.6			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460566.6593	3.7			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460567.5576	4.0			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460567.6433	3.8			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460568.27083	4.25			Vis.	MOSB	B	3.7	4.4	AAVSO		No		G				eta aql		STD					
2460568.359	4.2			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460568.5743	4.1			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460568.6296	3.9			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460569.3938	4.1			Vis.	CME	BU	37	44	12611AYJ	BIN. 7x50 - MOON, HAZE	No		G				ETA AQL		STD					
2460570.6219	3.8			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460571.33264	4.1			Vis.	REE	B	3.4	4.4	10 star		No		G				eta aql		STD					
2460571.5389	3.5			Vis.	BGZ		34	37	X22749BYO		No		G				ETA AQL		STD					
2460571.5688	3.7			Vis.	AAX	B	33	37	ATLAS	MOON	No		G				ETA AQL		STD					
2460571.6204	3.5			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460571.66111	3.6			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460572.368	4.3			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460572.6198	3.5			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460573.298	3.5			Vis.	MQA	B	3.7		AAVSO		No		G				ETA AQL		STD					
2460573.58819	4.0			Vis.	SSHA		37	44	10star		No		G				ETA AQL		STD					
2460573.6174	3.9			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460573.65833	3.9			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460574.4167	3.6			Vis.	WBOA		3.4 	4.2	X15301GE 		No		G				Eta aql		STD					
2460574.5743	3.7			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460575.16667	4.2			Vis.	MOSB		3.7	4.4	10-Star		No		G				eta aql		STD					
2460575.3652	4.1			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460575.4167	3.9			Vis.	WBOA		3.4 	4.2	X15301GE 		No		G				Eta aql		STD					
2460575.4306	4.0			Vis.	AAX		37	40	ATLAS		No		G				ETA AQL		STD					
2460575.5549	3.9			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460575.56667	4.2			Vis.	SSHA		44	37	10star		No		G				ETA AQL		STD					
2460575.67153	3.7			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460576.20833	4.4			Vis.	MOSB	Z	3.7	4.4	10-Star		No		G				eta aql		STD					
2460576.41944	4.5			Vis.	BMAT	BU	44	54	X38338APZ	Clouds and waxing moon rising	No		G				Eta Aql		STD					
2460576.4368	4.1			Vis.	AAX		40	44	ATLAS		No		G				ETA AQL		STD					
2460576.68194	4.3			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460577.3826	4.1			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460577.68472	4.3			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460578.20833	3.7			Vis.	MOSB		3.7	4.4	10-Star		No		G				eta aql		STD					
2460578.263	3.8			Vis.	MQA		3.7		AAVSO		No		G				ETA AQL		STD					
2460578.3812	3.9			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460578.614	3.6			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460578.66736	3.9			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460579.277	3.6			Vis.	MQA	U	3.7		AAVSO		No		G				ETA AQL		STD					
2460579.5618	3.5			Vis.	BGZ		34	0	X22749BYO		No		G				ETA AQL		STD					
2460579.6164	3.6			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460579.67222	3.9			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460580.284	3.5			Vis.	MQA	U	3.7		AAVSO		No		G				ETA AQL		STD					
2460580.5451	3.8			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460580.6134	3.8			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460581.215	3.5			Vis.	MQA		3.7		AAVSO		No		G				ETA AQL		STD					
2460581.3756	3.9			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460581.4528	3.9			Vis.	AAX		37	40	ATLAS		No		G				ETA AQL		STD					
2460581.6128	3.8			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460581.67778	3.9			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460582.6149	3.9			Vis.	HPAB		37	40	10 star tutorial		No		G				Eta Aql		STD					
2460582.69444	4.1			Vis.	CANG		34	45	X28101EBU	8x42 Bino's8x42 Bino's	No		G				Eta Aql		STD					
2460583.368	4.1			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460583.434	4.1			Vis.	AAX		40	44	ATLAS		No		G				ETA AQL		STD					
2460583.6092	4.1			Vis.	HPAB		40	44	10 star tutorial		No		G				Eta Aql		STD					
2460583.65972	3.8			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460584.3583	4.2			Vis.	REP		37	44	1990		No		G				ETA AQL		STD					
2460584.3659	4.2			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460584.5792	4.0			Vis.	AAX		37	40	ATLAS	FROM AIRPLANE	No		G				ETA AQL		STD					
2460584.58681	4.15			Vis.	SSHA		37	44	10star		No		G				ETA AQL		STD					
2460584.59444	3.8			Vis.	BMAT		32	37	10 Star Program	Clear sky, no moon	No		G				Eta Aql		STD					
2460584.6031	4.1			Vis.	HPAB		40	44	10 star tutorial		No		G				Eta Aql		STD					
2460584.6049	4.0			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460584.65833	4.1			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460585.3465	3.81			Vis.	DPV		3.71	4.02	OSE2001		No		G				ETA AQL		STD					
2460585.3465	4.0			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460585.6003	3.6			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460585.66181	3.7			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460586.263	3.5			Vis.	MQA	U	3.7		AAVSO		No		G				ETA AQL		STD					
2460586.5417	3.5			Vis.	BGZ		34	37	X22749BYO		No		G				ETA AQL		STD					
2460586.6097	3.6			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460586.65903	3.7			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460587.25	3.5			Vis.	MQA	U	3.7		AAVSO		No		G				ETA AQL		STD					
2460587.378	3.8			Vis.	WBOA		3.4 	4.2	X15301GE 		No		G				Eta aql		STD					
2460587.5549	3.6			Vis.	BGZ		34	37	X22749BYO		No		G				ETA AQL		STD					
2460587.6017	3.7			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460588.378	3.5			Vis.	WBOA		3.4 	4.2	X15301GE 		No		G				Eta aql		STD					
2460588.4569	3.5			Vis.	AAX		33	37	ATLAS		No		G				ETA AQL		STD					
2460588.5708	3.8			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460588.6193	3.7			Vis.	HPAB		34	37	10 star tutorial		No		G				Eta Aql		STD					
2460588.68472	3.7			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460589.215	3.9			Vis.	MQA	U	3.7		AAVSO		No		G				ETA AQL		STD					
2460589.368	4.1			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460589.378	3.8			Vis.	WBOA		3.4 	4.2	X15301GE 		No		G				Eta aql		STD					
2460589.4722	4.0			Vis.	AAX		37	40	ATLAS		No		G				ETA AQL		STD					
2460589.54444	4.3			Vis.	SSHA		44	37	10star		No		G				ETA AQL		STD					
2460589.6118	3.7			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460590.243	4.0			Vis.	MQA	U	3.7		AAVSO		No		G				ETA AQL		STD					
2460590.50764	4.5			Vis.	SSHA	B	44	49	10star		No		G				ETA AQL		STD					
2460590.559	4.1			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460590.6079	4.0			Vis.	HPAB		40	44	10 star tutorial		No		G				Eta Aql		STD					
2460590.65278	4.4			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460591.3625	4.4			Vis.	REP		37	44	1990		No		G				ETA AQL		STD					
2460591.50625	4.6			Vis.	SSHA	B	44	49	10star		No		G				ETA AQL		STD					
2460591.5903	4.2			Vis.	BGZ		44	0	X22749BYO		No		G				ETA AQL		STD					
2460592.6	3.7			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460592.6125	4.1			Vis.	SSHA		37	44	10star		No		G				ETA AQL		STD					
2460592.66944	3.8			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460593.25	3.5			Vis.	MQA	U	3.7		AAVSO		No		G				ETA AQL		STD					
2460593.375	4.1			Vis.	REP		37	44	1990		No		G				ETA AQL		STD					
2460593.51528	3.6			Vis.	SSHA		37	34	10star		No		G				ETA AQL		STD					
2460593.5819	3.5			Vis.	BGZ		34	37	X22749BYO		No		G				ETA AQL		STD					
2460593.675	3.6			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460594.14583	3.55			Vis.	MOSB	U	3.4	3.7	10-Star		No		G				eta aql		STD					
2460594.2917	3.4			Vis.	WBOA		3.4 	4.2	X15301GE 		No		G				Eta aql		STD					
2460594.325	3.7			Vis.	REE	B	3.4	4.4	10 star		No		G				eta aql		STD					
2460594.50972	3.6			Vis.	SSHA	B	37	34	10star		No		G				ETA AQL		STD					
2460594.591	3.7			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460595.2806	3.6			Vis.	LMMB		34	37	10 STAR		No		G				ETA AQL		STD					
2460595.378	3.7			Vis.	WBOA		3.4 	4.2	X15301GE 		No		G				Eta aql		STD					
2460595.48438	3.95			Vis.	SSHA	B	37	44	10star		No		G				ETA AQL		STD					
2460596.3222	4.1			Vis.	REP		37	44	1990		No		G				ETA AQL		STD					
2460596.434	4.1			Vis.	AAX	B	40	44	ATLAS	MOON	No		G				ETA AQL		STD					
2460596.68333	4.2			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460597.5465	3.9			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460597.69514	4.1			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460599.5847	3.6			Vis.	BGZ		34	37	X22749BYO		No		G				ETA AQL		STD					
2460600.48056	3.5			Vis.	SSHA	BU	34	37	10star		No		G				ETA AQL		STD					
2460600.5465	3.5			Vis.	BGZ		34	37	X22749BYO		No		G				ETA AQL		STD					
2460601.3027	3.8			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460601.49583	3.6			Vis.	SSHA	B	37	34	10star		No		G				ETA AQL		STD					
2460601.5681	3.6			Vis.	BGZ		34	37	X22749BYO		No		G				ETA AQL		STD					
2460602.5576	3.5			Vis.	BGZ		34	37	X22749BYO		No		G				ETA AQL		STD					
2460603.4875	4.0			Vis.	SSHA	B	37	44	10star		No		G				ETA AQL		STD					
2460603.5972	3.7			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460604.2493	4.2			Vis.	SPAO		34	47	X25625YU		No		G				ETA Aql		STD					
2460604.3138	4.0			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460604.49167	4.2			Vis.	SSHA	B	44	37	10star		No		G				ETA AQL		STD					
2460604.5854	3.9			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460605.2743	4.3			Vis.	REP		37	44	1990		No		G				ETA AQL		STD					
2460605.3069	4.2			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460605.51736	4.45			Vis.	SSHA	B	44	49	10star		No		G				ETA AQL		STD					
2460605.5285	4.0			Vis.	BGZ		37	44	X22749BYO		No		G				ETA AQL		STD					
2460606.31389	3.8			Vis.	REE		3.4	4.4	10 star		No		G				eta aql		STD					
2460606.44444	4.3			Vis.	JNCA	B	37	44	Sky Safari 4 Pro	Binoculars 7x50 6.5°	No		G				ETA Aql		STD					
2460606.45	4.1			Vis.	AAX		40	44	ATLAS		No		G				ETA AQL		STD					
2460606.49931	3.9			Vis.	SSHA	B	37	44	10star		No		G				ETA AQL		STD					
2460607.5403	3.5			Vis.	BGZ		34	37	X22749BYO		No		G				ETA AQL		STD					
2460608.208	3.5			Vis.	MQA		3.7		AAVSO		No		G				ETA AQL		STD					
2460608.48542	3.6			Vis.	SSHA	B	37	34	10star		No		G				ETA AQL		STD					
2460609.2896	3.79			Vis.	DPV		3.71	4.02	OSE2001		No		G				ETA AQL		STD					
2460609.3125	3.6			Vis.	MPTA	B	32	37	10 star tutorial	B 10x50mm	No		G				Eta Aql		STD					
2460609.333	3.9			Vis.	WBOA		3.4 	4.2	X15301GE 		No		G				Eta aql		STD					
2460609.4444	3.7			Vis.	AAX		37	40	ATLAS		No		G				ETA AQL		STD					
2460609.5882	3.7			Vis.	BGZ		37	0	X22749BYO		No		G				ETA AQL		STD					
2460610.51597	4.0			Vis.	SSHA		37	44	10star		No		G				ETA AQL		STD					
2460611.2889	4.2			Vis.	REP		37	44	1990		No		G				ETA AQL		STD					
2460611.60347	4.3			Vis.	SSHA		44	37	10star		No		G				ETA AQL		STD					
2460611.6076	4.0			Vis.	BGZ		34	37	X22749BYO		No		G				ETA AQL		STD					
2460612.2667	4.3			Vis.	REP		37	44	1990		No		G				ETA AQL		STD					
2460612.49931	4.0			Vis.	SSHA		37	44	10star		No		G				ETA AQL		STD					
2460613.48125	4.2			Vis.	SSHA		44	37	10star		No		G				ETA AQL		STD					
2460613.66806	4.0			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460614.48889	3.6			Vis.	SSHA	BU	37	34	10star		No		G				ETA AQL		STD					
2460615.2576	3.4			Vis.	SPAO		34	47	X25625YU		No		G				ETA Aql		STD					
2460615.3034	3.9			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460619.2569	4.2			Vis.	SPAO		34	47	X25625YU		No		G				ETA Aql		STD					
2460619.2999	4.3			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460620.50903	4.6			Vis.	SSHA		44	49	10star		No		G				ETA AQL		STD					
2460621.49444	4.0			Vis.	SSHA		37	44	10star		No		G				ETA AQL		STD					
2460622.49653	3.6			Vis.	SSHA		37	34	10star		No		G				ETA AQL		STD					
2460623.50972	3.9			Vis.	SSHA		37	44	10star		No		G				ETA AQL		STD					
2460623.61736	3.7			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460624.2403	3.8			Vis.	SPAO		34	47	X25625YU		No		G				ETA Aql		STD					
2460624.375	4.0			Vis.	BMAT	B	32	49	10 Star Program	Moon	No		G				Eta Aql		STD					
2460625.43403	4.2			Vis.	JNCA	B	37	44	Sky Safari 4 Pro	Binoculars 7x50 6.5°	No		G				ETA Aql		STD					
2460626.67778	4.5			Vis.	CANG		34	45	X28101EBU	8x42 Bino's	No		G				Eta Aql		STD					
2460627.4431	3.9			Vis.	AAX	B	37	40	ATLAS	MOON	No		G				ETA AQL		STD					
2460627.52292	4.55			Vis.	SSHA		44	49	10star		No		G				ETA AQL		STD					
2460629.4431	3.5			Vis.	AAX	B	33	37	ATLAS	MOON	No		G				ETA AQL		STD					
2460635.2868	4.2			Vis.	MJZ		3.4	4.5	X24744US		No		G				Eta Aql		STD					
2460635.5625	3.9			Vis.	SSHA		37	44	10star		No		G				ETA AQL		STD					
2460635.96667	4.0			Vis.	SANG		3.7	4.4	Roller coaster stars		No		G				eta aql		STD					
2460641.46042	4.13			Vis.	SSHA		44	37	10star		No		G				ETA AQL		STD					
2460644.333	3.7			Vis.	WBOA		3.4 	4.2	X15301GE 		No		G				Eta aql		STD					
2460645.47292	3.5			Vis.	SSHA		34	37	10star		No		G				ETA AQL		STD					
2460653.46111	4.05			Vis.	SSHA	B	37	44	10star		No		G				ETA AQL		STD					
